PROVNUM,PROVNAME,CITY,STATE,COUNTY_NAME,COUNTY_FIPS,CY_Qtr,WorkDate,MDScensus,Hrs_RNDON,Hrs_RNDON_emp,Hrs_RNDON_ctr,Hrs_RNadmin,Hrs_RNadmin_emp,Hrs_RNadmin_ctr,Hrs_RN,Hrs_RN_emp,Hrs_RN_ctr,Hrs_LPNadmin,Hrs_LPNadmin_emp,Hrs_LPNadmin_ctr,Hrs_LPN,Hrs_LPN_emp,Hrs_LPN_ctr,Hrs_CNA,Hrs_CNA_emp,Hrs_CNA_ctr,Hrs_NAtrn,Hrs_NAtrn_emp,Hrs_NAtrn_ctr,Hrs_MedAide,Hrs_MedAide_emp,Hrs_MedAide_ctr,Has_Provider_ID,Census_Status,Total_Nurse_Hours,HPRD_Total,Hour_Outlier_Flag
675925.0,THE MILDRED & SHIRLEY L GARRISON GERIATRIC EDUCATI,LUBBOCK,TX,Lubbock,303,2025Q1,2025-03-20,106.0,8.0,8.0,0.0,0.0,0.0,0.0,11.72,11.72,0.0,35.32,35.32,0.0,108.56,108.56,0.0,169.7,169.7,0.0,0.0,0.0,0.0,26.9,26.9,0.0,Valid_ID,Valid_Census,333.29999999999995,3.144339622641509,Normal_Hours
265814.0,SPRINGFIELD VILLA,SPRINGFIELD,MO,Greene,77,2025Q1,2025-01-26,115.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,23.9,0.0,0.0,0.0,0.0,48.6,48.6,0.0,136.6,136.6,0.0,35.2,35.2,0.0,24.8,24.8,0.0,Valid_ID,Valid_Census,209.1,1.8182608695652172,Normal_Hours
495142.0,EVERGREEN HEALTH AND REHABILITATION CENTER,WINCHESTER,VA,Winchester City,840,2025Q1,2025-02-27,164.0,0.0,0.0,0.0,39.24,39.24,0.0,43.77,20.05,23.72,30.02,30.02,0.0,144.84,132.62,12.22,265.76,209.02,56.74,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,523.63,3.1928658536585366,Normal_Hours
375555.0,WILLOW HAVEN NURSING HOME,TONKAWA,OK,Kay,71,2025Q1,2025-03-03,28.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,19.5,6.25,64.25,64.25,0.0,0.0,0.0,0.0,15.5,15.5,0.0,Valid_ID,Valid_Census,99.0,3.5357142857142856,Normal_Hours
105797.0,GUARDIAN CARE NURSING & REHABILITATION CENTER,ORLANDO,FL,Orange,95,2025Q1,2025-01-17,95.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,97.0,0.0,7.5,7.5,0.0,15.75,15.75,0.0,260.25,260.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,380.5,4.005263157894737,Normal_Hours
265870.0,NORTHLAND REHABILITATION & HEALTH CARE CENTER,KANSAS CITY,MO,Clay,47,2025Q1,2025-01-24,101.0,8.0,8.0,0.0,14.5,8.0,6.5,26.75,26.75,0.0,0.0,0.0,0.0,119.75,119.75,0.0,172.92,137.0,35.92,0.0,0.0,0.0,54.5,54.5,0.0,Valid_ID,Valid_Census,341.92,3.385346534653465,Normal_Hours
395751.0,ROCHESTER RESIDENCE AND CARE CENTER,ROCHESTER,PA,Beaver,7,2025Q1,2025-02-06,93.0,7.5,7.5,0.0,11.5,11.5,0.0,55.85,32.53,23.32,7.0,7.0,0.0,26.47,6.9,19.57,207.66,207.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,315.98,3.397634408602151,Normal_Hours
55995.0,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,LONG BEACH,CA,Los Angeles,37,2025Q1,2025-03-24,117.0,8.0,8.0,0.0,7.5,7.5,0.0,24.25,24.25,0.0,15.99,15.99,0.0,80.49,80.49,0.0,291.13,291.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,427.36,3.652649572649573,Normal_Hours
395620.0,CEDAR HILL HEALTHCARE AND REHABILITATION CENTER,CORAOPOLIS,PA,Allegheny,3,2025Q1,2025-01-26,134.0,0.0,0.0,0.0,0.0,0.0,0.0,67.16,44.1,23.06,0.0,0.0,0.0,94.72,44.7,50.02,283.0,207.2,75.8,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,444.88,3.32,Normal_Hours
165281.0,ON WITH LIFE LONG TERM CARE,POLK CITY,IA,Polk,153,2025Q1,2025-01-18,40.0,0.0,0.0,0.0,0.0,0.0,0.0,59.53,59.53,0.0,0.0,0.0,0.0,41.35,23.83,17.52,158.65,85.22,73.43,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,259.53,6.488249999999999,Normal_Hours
515160.0,CRESTVIEW MANOR HEALTHCARE,JANE LEW,WV,Lewis,41,2025Q1,2025-03-17,68.0,8.0,8.0,0.0,10.0,10.0,0.0,32.25,32.25,0.0,6.75,6.75,0.0,43.0,43.0,0.0,163.5,163.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,263.5,3.875,Normal_Hours
395566.0,HIGHLAND MANOR REHABILITATION AND NURSING CENTER,EXETER,PA,Luzerne,79,2025Q1,2025-02-16,115.0,0.0,0.0,0.0,19.75,19.75,0.0,20.0,20.0,0.0,0.0,0.0,0.0,78.5,55.0,23.5,238.75,201.25,37.5,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,357.0,3.1043478260869564,Normal_Hours
55408.0,BELLFLOWER POST ACUTE,BELLFLOWER,CA,Los Angeles,37,2025Q1,2025-01-19,58.0,0.0,0.0,0.0,6.65,6.65,0.0,11.04,11.04,0.0,8.0,8.0,0.0,64.78,64.78,0.0,144.94,144.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,235.41,4.058793103448275,Normal_Hours
365811.0,NORTHWESTERN CENTER,BEREA,OH,Cuyahoga,35,2025Q1,2025-02-28,86.0,8.0,8.0,0.0,19.0,19.0,0.0,23.25,23.25,0.0,0.0,0.0,0.0,81.75,81.75,0.0,141.5,141.5,0.0,0.0,0.0,0.0,13.0,13.0,0.0,Valid_ID,Valid_Census,273.5,3.1802325581395348,Normal_Hours
435115.0,PALISADE HEALTHCARE CENTER,GARRETSON,SD,Minnehaha,99,2025Q1,2025-02-16,49.0,0.0,0.0,0.0,0.0,0.0,0.0,22.25,22.25,0.0,0.0,0.0,0.0,29.25,29.25,0.0,83.75,83.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,135.25,2.760204081632653,Normal_Hours
105554.0,WATERFORD NURSING AND REHABILITATION CENTER,HIALEAH GARDENS,FL,Miami-Dade,86,2025Q1,2025-02-07,199.0,8.0,8.0,0.0,40.0,40.0,0.0,202.3,202.3,0.0,0.0,0.0,0.0,25.14,25.14,0.0,477.35,477.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,752.79,3.78286432160804,Normal_Hours
55551.0,SEQUOIA TRANSITIONAL CARE,PORTERVILLE,CA,Tulare,107,2025Q1,2025-02-19,94.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.87,104.87,0.0,234.66,234.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,347.53,3.697127659574468,Normal_Hours
45403.0,NIGHTINGALE AT GLENWOOD,GLENWOOD,AR,Pike,109,2025Q1,2025-03-19,48.0,8.0,8.0,0.0,8.0,8.0,0.0,31.64,31.64,0.0,8.0,8.0,0.0,17.98,17.98,0.0,79.33,79.33,0.0,13.33,13.33,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,152.95,3.186458333333333,Normal_Hours
245244.0,LONG PRAIRIE HEALTH CARE CENTER,LONG PRAIRIE,MN,Todd,153,2025Q1,2025-02-05,47.0,8.0,8.0,0.0,8.0,8.0,0.0,21.5,21.5,0.0,0.0,0.0,0.0,24.5,24.5,0.0,114.5,114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,176.5,3.75531914893617,Normal_Hours
55163.0,"MONTECITO HEIGHTS HEALTHCARE & WELLNESS CENTRE, LP",LOS ANGELES,CA,Los Angeles,37,2025Q1,2025-03-12,75.0,8.0,8.0,0.0,0.0,0.0,0.0,16.86,16.86,0.0,26.16,26.16,0.0,90.17,90.17,0.0,162.42,162.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,303.61,4.048133333333333,Normal_Hours
265845.0,UNIVERSITY HEALTH LAKEWOOD CARE CENTER,KANSAS CITY,MO,Jackson,95,2025Q1,2025-03-28,132.0,0.0,0.0,0.0,27.47,27.47,0.0,55.42,55.42,0.0,86.38,86.38,0.0,70.85,70.85,0.0,242.57,242.57,0.0,0.0,0.0,0.0,86.07,86.07,0.0,Valid_ID,Valid_Census,482.69,3.656742424242424,Normal_Hours
155229.0,WOODLANDS THE,MUNCIE,IN,Delaware,35,2025Q1,2025-01-14,69.0,8.0,8.0,0.0,0.0,0.0,0.0,18.71,18.71,0.0,16.23,16.23,0.0,50.15,50.15,0.0,170.94,170.94,0.0,0.0,0.0,0.0,11.46,11.46,0.0,Valid_ID,Valid_Census,264.03,3.826521739130434,Normal_Hours
75306.0,PILGRIM MANOR,CROMWELL,CT,Capitol,110,2025Q1,2025-03-23,55.0,0.0,0.0,0.0,0.0,0.0,0.0,28.07,28.07,0.0,0.0,0.0,0.0,41.08,41.08,0.0,116.67,116.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,185.82,3.3785454545454545,Normal_Hours
155126.0,SPRINGS VALLEY MEADOWS,FRENCH LICK,IN,Orange,117,2025Q1,2025-02-08,73.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1,35.1,0.0,0.0,0.0,0.0,23.17,23.17,0.0,150.85,150.85,0.0,0.0,0.0,0.0,13.38,13.38,0.0,Valid_ID,Valid_Census,209.12,2.864657534246575,Normal_Hours
115490.0,PRESBYTERIAN VILLAGE,AUSTELL,GA,Cobb,67,2025Q1,2025-03-26,60.0,9.5,0.0,9.5,8.0,8.0,0.0,17.0,17.0,0.0,8.25,8.25,0.0,102.65,72.75,29.9,211.53,203.25,8.28,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,356.93,5.948833333333334,Normal_Hours
305038.0,HACKETT HILL HEALTHCARE CENTER,MANCHESTER,NH,Hillsborough,11,2025Q1,2025-03-20,65.0,8.0,8.0,0.0,24.5,24.5,0.0,57.64,57.64,0.0,0.0,0.0,0.0,47.16,47.16,0.0,117.74,117.74,0.0,0.0,0.0,0.0,7.83,7.83,0.0,Valid_ID,Valid_Census,255.04,3.923692307692308,Normal_Hours
355059.0,MISSOURI SLOPE,BISMARCK,ND,Burleigh,15,2025Q1,2025-02-15,31.0,0.0,0.0,0.0,0.0,0.0,0.0,28.25,28.25,0.0,0.0,0.0,0.0,8.5,8.5,0.0,119.0,119.0,0.0,0.0,0.0,0.0,8.25,8.25,0.0,Valid_ID,Valid_Census,155.75,5.024193548387097,Normal_Hours
56168.0,GRANADA HILLS CONVALESCENT,GRANADA HILLS,CA,Los Angeles,37,2025Q1,2025-01-15,43.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.02,8.02,0.0,61.33,61.33,0.0,138.73,138.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,216.08,5.025116279069767,Normal_Hours
495423.0,SOUTHAMPTON REHABILITATION AND HEALTHCARE CENTER,RICHMOND,VA,Richmond City,760,2025Q1,2025-03-07,181.0,8.0,8.0,0.0,48.0,48.0,0.0,24.0,24.0,0.0,8.0,8.0,0.0,203.75,203.75,0.0,332.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,623.75,3.446132596685083,Normal_Hours
265462.0,BELOVED HEALTH AND REHABILITATION CENTER,HANNIBAL,MO,Marion,127,2025Q1,2025-01-04,83.0,0.0,0.0,0.0,0.0,0.0,0.0,8.04,8.04,0.0,46.12,46.12,0.0,0.0,0.0,0.0,64.23,64.23,0.0,0.0,0.0,0.0,22.5,22.5,0.0,Valid_ID,Valid_Census,118.39,1.4263855421686746,Normal_Hours
265407.0,ASPIRE SENIOR LIVING MOBERLY,MOBERLY,MO,Randolph,175,2025Q1,2025-01-31,68.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,8.6,0.0,50.3,50.3,0.0,65.8,65.8,0.0,17.0,17.0,0.0,80.8,80.8,0.0,Valid_ID,Valid_Census,132.7,1.9514705882352936,Normal_Hours
555929.0,LAGUNA HONDA HOSPITAL & REHABILITATION CTR D/P SNF,SAN FRANCISCO,CA,San Francisco,75,2025Q1,2025-01-22,423.0,16.0,16.0,0.0,554.16,554.16,0.0,1006.5,1006.5,0.0,12.25,12.25,0.0,365.67,365.67,0.0,1979.75,1979.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,3934.33,9.301016548463355,High_Hours
175299.0,STERLING VILLAGE,STERLING,KS,Rice,159,2025Q1,2025-01-03,27.0,8.0,8.0,0.0,0.0,0.0,0.0,15.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.29,63.29,0.0,0.0,0.0,0.0,12.58,12.58,0.0,Valid_ID,Valid_Census,87.09,3.225555555555556,Normal_Hours
515061.0,HILLTOP CENTER,HILLTOP,WV,Fayette,19,2025Q1,2025-01-19,116.0,0.0,0.0,0.0,10.0,10.0,0.0,21.33,21.33,0.0,0.0,0.0,0.0,94.93,94.93,0.0,172.48,172.48,0.0,11.42,11.42,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,298.74,2.575344827586207,Normal_Hours
375440.0,SUNSET ESTATES OF PURCELL,PURCELL,OK,Mcclain,87,2025Q1,2025-01-27,53.0,8.65,8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,11.15,0.0,49.17,49.17,0.0,75.89,75.89,0.0,0.0,0.0,0.0,30.8,30.8,0.0,Valid_ID,Valid_Census,144.86,2.7332075471698114,Normal_Hours
385234.0,SALEM TRANSITIONAL CARE,SALEM,OR,Marion,47,2025Q1,2025-03-24,63.0,8.0,8.0,0.0,11.0,11.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,87.0,87.0,0.0,176.75,176.75,0.0,0.0,0.0,0.0,31.75,31.75,0.0,Valid_ID,Valid_Census,295.25,4.686507936507937,Normal_Hours
385273.0,PIONEER NURSING HOME,VALE,OR,Malheur,45,2025Q1,2025-02-25,14.0,7.5,7.5,0.0,7.5,7.5,0.0,10.7,10.7,0.0,0.0,0.0,0.0,22.28,22.28,0.0,68.1,68.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,116.08,8.291428571428572,Normal_Hours
345063.0,ACCORDIUS HEALTH AT WILSON,WILSON,NC,Wilson,195,2025Q1,2025-01-07,89.0,8.0,8.0,0.0,16.33,16.33,0.0,0.0,0.0,0.0,17.33,17.33,0.0,86.92,86.92,0.0,208.91,208.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,337.49,3.792022471910113,Normal_Hours
395247.0,"GARDENS AT GETTYSBURG, THE",GETTYSBURG,PA,Adams,1,2025Q1,2025-02-20,102.0,8.0,8.0,0.0,0.0,0.0,0.0,33.25,33.25,0.0,0.0,0.0,0.0,73.75,73.75,0.0,145.75,97.25,48.5,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,260.75,2.556372549019608,Normal_Hours
555223.0,ST. JOHN'S HOSPITAL CAMARILLO D/P SNF,CAMARILLO,CA,Ventura,111,2025Q1,2025-03-10,71.0,0.0,0.0,0.0,8.0,8.0,0.0,112.22,112.22,0.0,0.0,0.0,0.0,301.53,301.53,0.0,214.19,214.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,635.94,8.956901408450705,Normal_Hours
315311.0,"COMPLETE CARE AT PHILLIPSBURG, LLC",PHILLIPSBURG,NJ,Warren,41,2025Q1,2025-03-23,50.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,11.5,0.0,0.0,0.0,0.0,39.75,39.75,0.0,99.5,99.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,150.75,3.015,Normal_Hours
106081.0,ARABELLA HEALTH & WELLNESS OF CARRABELLE,CARRABELLE,FL,Franklin,37,2025Q1,2025-03-14,70.0,8.0,8.0,0.0,8.0,8.0,0.0,4.6,4.6,0.0,8.0,8.0,0.0,69.7,69.7,0.0,140.5,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,238.8,3.4114285714285715,Normal_Hours
285135.0,WAYNE COUNTRYVIEW CARE AND REHABILITATION,WAYNE,NE,Wayne,179,2025Q1,2025-02-15,37.0,0.0,0.0,0.0,1.0,1.0,0.0,12.28,12.28,0.0,0.0,0.0,0.0,14.75,14.75,0.0,66.23,49.65,16.58,0.0,0.0,0.0,4.16,4.16,0.0,Valid_ID,Valid_Census,94.26,2.5475675675675675,Normal_Hours
265839.0,ABBEY SENIOR HEALTH,O FALLON,MO,St. Charles,183,2025Q1,2025-02-19,51.0,8.0,8.0,0.0,18.5,18.5,0.0,36.75,36.75,0.0,18.5,18.5,0.0,25.75,25.75,0.0,107.25,107.25,0.0,0.0,0.0,0.0,31.75,31.75,0.0,Valid_ID,Valid_Census,214.75,4.21078431372549,Normal_Hours
35262.0,THE LINGENFELTER CENTER,KINGMAN,AZ,Mohave,15,2025Q1,2025-02-08,87.0,0.0,0.0,0.0,1.0,1.0,0.0,29.65,29.65,0.0,6.25,6.25,0.0,35.48,35.48,0.0,147.21,147.21,0.0,10.02,10.02,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,219.59,2.524022988505747,Normal_Hours
366363.0,LAURELS OF STEUBENVILLE THE,STEUBENVILLE,OH,Jefferson,81,2025Q1,2025-03-11,86.0,8.0,8.0,0.0,38.96,24.46,14.5,8.57,8.57,0.0,7.7,7.7,0.0,71.5,71.5,0.0,158.09,158.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,292.82000000000005,3.404883720930233,Normal_Hours
45383.0,THE SPRINGS OF WALDRON,WALDRON,AR,Scott,127,2025Q1,2025-03-14,72.0,8.0,8.0,0.0,7.78,7.78,0.0,0.0,0.0,0.0,6.73,6.73,0.0,58.34,58.34,0.0,153.43,153.43,0.0,32.96,32.96,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,234.28000000000003,3.253888888888889,Normal_Hours
146127.0,FLORENCE NURSING HOME,MARENGO,IL,Mc Henry,111,2025Q1,2025-01-13,28.0,8.0,8.0,0.0,0.0,0.0,0.0,14.25,14.25,0.0,0.0,0.0,0.0,25.5,25.5,0.0,53.5,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,101.25,3.616071428571429,Normal_Hours
175226.0,MEDICALODGES IOLA,IOLA,KS,Allen,1,2025Q1,2025-03-06,36.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,20.6,20.6,0.0,31.9,23.9,8.0,94.3,94.3,0.0,0.0,0.0,0.0,17.6,17.6,0.0,Valid_ID,Valid_Census,157.8,4.383333333333334,Normal_Hours
146176.0,CELEBRATE SENIOR LIVING NILES,NILES,IL,Cook,31,2025Q1,2025-02-18,49.0,0.0,0.0,0.0,8.5,8.5,0.0,24.7,24.7,0.0,8.0,8.0,0.0,36.9,36.9,0.0,153.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,231.1,4.716326530612244,Normal_Hours
375150.0,MEDICALODGES DEWEY,DEWEY,OK,Washington,147,2025Q1,2025-02-28,33.0,8.0,8.0,0.0,0.0,0.0,0.0,8.5,8.5,0.0,0.0,0.0,0.0,18.48,18.48,0.0,48.68,48.68,0.0,0.0,0.0,0.0,17.57,17.57,0.0,Valid_ID,Valid_Census,83.66,2.535151515151515,Normal_Hours
555879.0,ALL SAINT'S MAUBERT,SAN LEANDRO,CA,Alameda,1,2025Q1,2025-03-11,11.0,0.0,0.0,0.0,0.0,0.0,0.0,24.32,24.32,0.0,0.0,0.0,0.0,24.28,0.0,24.28,39.12,23.12,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,87.72,7.974545454545455,Normal_Hours
15014.0,EASTVIEW REHABILITATION & HEALTHCARE CENTER,BIRMINGHAM,AL,Jefferson,73,2025Q1,2025-02-21,25.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,7.75,0.0,0.0,0.0,0.0,25.1,25.1,0.0,74.69,74.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,107.54,4.3016,Normal_Hours
45275.0,THE SPRINGS OF EL DORADO,EL DORADO,AR,Union,139,2025Q1,2025-03-05,82.0,8.0,8.0,0.0,9.05,9.05,0.0,20.65,20.65,0.0,25.47,25.47,0.0,58.04,58.04,0.0,188.62,188.62,0.0,7.7,7.7,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,309.83000000000004,3.778414634146342,Normal_Hours
495190.0,CONSULATE HEALTHCARE OF WILLIAMSBURG,WILLIAMSBURG,VA,James City,95,2025Q1,2025-02-28,88.0,0.0,0.0,0.0,8.0,8.0,0.0,33.27,33.27,0.0,9.07,9.07,0.0,107.44,107.44,0.0,147.46,147.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,305.24,3.468636363636364,Normal_Hours
265307.0,WEBB CITY HEALTH AND REHABILITATION CENTER,WEBB CITY,MO,Jasper,97,2025Q1,2025-03-11,104.0,8.0,8.0,0.0,0.0,0.0,0.0,12.28,12.28,0.0,7.92,7.92,0.0,35.96,35.96,0.0,106.58,106.58,0.0,124.69,124.69,0.0,43.16,43.16,0.0,Valid_ID,Valid_Census,170.74,1.6417307692307692,Normal_Hours
345206.0,MADISON HEALTH AND REHABILITATION,MARS HILL,NC,Madison,115,2025Q1,2025-03-15,89.0,0.0,0.0,0.0,0.0,0.0,0.0,44.88,44.88,0.0,0.0,0.0,0.0,21.05,21.05,0.0,150.71,150.71,0.0,45.05,45.05,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,216.64,2.4341573033707866,Normal_Hours
45433.0,CORNING THERAPY AND LIVING CENTER,CORNING,AR,Clay,21,2025Q1,2025-03-31,39.0,8.0,8.0,0.0,14.17,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.18,42.18,0.0,90.72,90.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,155.07,3.976153846153846,Normal_Hours
225259.0,ALLIANCE HEALTH AT WEST ACRES,BROCKTON,MA,Plymouth,23,2025Q1,2025-03-01,124.0,0.0,0.0,0.0,0.0,0.0,0.0,26.37,26.37,0.0,6.9,6.9,0.0,109.23,108.18,1.05,243.94,243.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,386.44,3.1164516129032256,Normal_Hours
495277.0,NASSAWADOX REHABILITATION AND NURSING,NASSAWADOX,VA,Northampton,131,2025Q1,2025-02-22,123.0,0.0,0.0,0.0,10.0,10.0,0.0,52.16,52.16,0.0,0.0,0.0,0.0,64.25,64.25,0.0,176.05,176.05,0.0,15.2,15.2,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,302.46000000000004,2.459024390243903,Normal_Hours
365890.0,ALTERCARE COSHOCTON INC.,COSHOCTON,OH,Coshocton,31,2025Q1,2025-01-16,73.0,8.0,8.0,0.0,8.0,8.0,0.0,54.25,54.25,0.0,7.5,7.5,0.0,38.25,38.25,0.0,122.5,122.5,0.0,24.5,24.5,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,238.5,3.267123287671233,Normal_Hours
675879.0,TERRELL HEALTHCARE CENTER,TERRELL,TX,Kaufman,257,2025Q1,2025-02-03,70.0,8.0,8.0,0.0,7.23,7.23,0.0,30.38,30.38,0.0,9.85,9.85,0.0,35.44,35.44,0.0,73.36,73.36,0.0,0.0,0.0,0.0,16.12,16.12,0.0,Valid_ID,Valid_Census,164.26,2.3465714285714285,Normal_Hours
745049.0,LAS ALTURAS NURSING & TRANSITIONAL CARE BROWNSVILL,BROWNSVILLE,TX,Cameron,61,2025Q1,2025-02-22,62.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,49.75,49.75,0.0,112.92,112.92,0.0,0.0,0.0,0.0,13.0,13.0,0.0,Valid_ID,Valid_Census,170.67000000000002,2.752741935483871,Normal_Hours
145466.0,TWIN LAKES EXTENDED CARE,PARIS,IL,Edgar,45,2025Q1,2025-03-13,36.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,35.25,35.25,0.0,91.47,91.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,142.72,3.964444444444444,Normal_Hours
235033.0,BAY BLUFFS-EMMET CO MED CARE FAC,HARBOR SPRINGS,MI,Emmet,47,2025Q1,2025-03-12,61.0,8.0,8.0,0.0,66.65,66.65,0.0,50.7,50.7,0.0,0.0,0.0,0.0,53.81,48.94,4.87,216.11,216.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,395.27,6.479836065573771,Normal_Hours
35147.0,VILLA MARIA POST ACUTE AND REHABILITATION,TUCSON,AZ,Pima,19,2025Q1,2025-01-04,50.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,39.4,39.4,0.0,73.55,73.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,122.47,2.4494,Normal_Hours
285102.0,STANTON HEALTH CENTER,STANTON,NE,Stanton,167,2025Q1,2025-02-06,61.0,0.0,0.0,0.0,32.0,32.0,0.0,40.53,40.53,0.0,0.0,0.0,0.0,7.83,7.83,0.0,187.8,167.57,20.23,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,268.16,4.396065573770493,Normal_Hours
75306.0,PILGRIM MANOR,CROMWELL,CT,Capitol,110,2025Q1,2025-03-01,55.0,0.0,0.0,0.0,0.0,0.0,0.0,27.84,27.84,0.0,0.0,0.0,0.0,41.23,41.23,0.0,139.28,139.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,208.35,3.788181818181818,Normal_Hours
265245.0,COLONIAL SPRINGS HEALTHCARE CENTER,BUFFALO,MO,Dallas,59,2025Q1,2025-03-30,112.0,0.0,0.0,0.0,0.0,0.0,0.0,35.75,35.75,0.0,0.0,0.0,0.0,31.5,31.5,0.0,157.5,157.5,0.0,48.25,48.25,0.0,31.5,31.5,0.0,Valid_ID,Valid_Census,224.75,2.0066964285714284,Normal_Hours
45357.0,PREMIER AT THE SPRINGS,NORTH LITTLE ROCK,AR,Pulaski,119,2025Q1,2025-01-19,115.0,0.0,0.0,0.0,0.0,0.0,0.0,39.74,39.74,0.0,0.0,0.0,0.0,68.65,68.65,0.0,235.63,235.63,0.0,0.0,0.0,0.0,14.05,14.05,0.0,Valid_ID,Valid_Census,344.02,2.991478260869565,Normal_Hours
185193.0,HYDEN HEALTH AND REHABILITATION CENTER,HYDEN,KY,Leslie,131,2025Q1,2025-01-26,85.0,0.0,0.0,0.0,10.0,10.0,0.0,50.75,50.75,0.0,6.82,6.82,0.0,48.14,48.14,0.0,194.58,194.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Valid_ID,Valid_Census,310.29,3.650470588235295,Normal_Hours
